TenDiaDanh,DiaChi,NoiDung,ImageURL,DichVu,ThongTinLienHe,DanhGia (Google Map),Lat,Lng
Hồ Vai Miếu,"GJJV+RV, Kỳ Phú, Đại Từ, Thái Nguyên=","Trên địa bàn xã Ký Phú, huyện Đại Từ, tỉnh Thái Nguyên, hồ Vai Miếu hiện lên như một bức tranh thiên nhiên đẹp thơ mộng, hứa hẹn là một địa điểm du lịch đầy tiềm năng của tỉnh Thái Nguyên.",https://dltm-cdn.vnptit3.vn/resources/portal//Images/TNN/thienvn.tnn/ho%20vai%20mieu/1600775039_637665429676153581.jpg,N/A,N/A,N/A,21.5320797,105.6446362
Thác Khuôn Tát,"Xóm Tỉn Keo, Xã Phú Đình, Huyện Định Hóa, Thái Nguyên","Thác Khuôn Tát là một thắng cảnh của Thái Nguyên. Thác nằm trên địa phận xóm Tỉn Keo, xã Phú Đình, huyện Định Hóa và cách trung tâm thành phố Thái Nguyên gần 70km. Thác Khuôn Tát thuộc khu vực di tích lịch sử ATK Định Hóa, là trung tâm căn cứ địa Việt Bắc và đại bản doanh lãnh đạo cuộc kháng chiến trường kỳ do chủ tịch Hồ Chí Minh lãnh đạo trong chiến tranh chống thực dân Pháp (1946-1954). Thác Khuôn Tát được xếp hạng danh thắng cấp quốc gia vào năm 2002.",https://images.vietnamtourism.gov.vn/vn//images/2021/thang_8/1608.thang_canh_thac_khuon_tat_thai_nguyen.jpg,N/A,Website: http://nhahangatkbangmai.com,4.4 sao (82 đánh giá),21.7935789,105.5114803
Hồ Ghềnh Chè,"Bình Sơn, Sông Công, Thái Nguyên=","Hồ Ghềnh Chè tọa lạc ở xã Bình Sơn, TP. Sông Công, có diện tích rộng khoảng 40ha. Xung quanh được bao quanh bởi những khu rừng mỡ, rừng bạch đàn bạt ngàn. Sở hữu cảnh quan hút mắt, không khí trong lành, vị trí lại không quá xa thành phố nên trong thời gian vài năm trở lại đây, hồ Ghềnh Chè là một điểm du lịch sinh thái thu hút đông đảo du khách đến thư giãn, câu cá...",https://dltm-cdn.vnptit3.vn/resources/portal//Images/TNN/namdan.tnn/N%C4%82M%202024/TH%C3%81NG%205/gh%E1%BB%81nh%20ch%C3%A8/picture1_250122663.jpg,N/A,N/A,4.0 sao (125 đánh giá),21.5073734,105.7747642
Chùa Hang Thái Nguyên,"Thị trấn Chùa Hang, Huyện Đồng Hỷ, Thái Nguyên","Chùa Hang nằm ở trung tâm thị trấn Chùa Hang, huyện Đồng Hỷ, tỉnh Thái Nguyên, cách thành phố Thái Nguyên 3 km về phía bắc, bên trái quốc lộ 1B, hướng Thái Nguyên đi Lạng Sơn. Chùa có nhiều đặc thù của miền sơn cước, nên đã được chọn đưa vào tuyển tập 100 ngôi chùa Việt Nam tiêu biểu xuất bản lần đầu năm 2011. Theo tương truyền, đây là ngôi chùa cổ có từ thế kỷ XI và đã được xếp hạng di tích thắng cảnh cấp Quốc gia năm 1999.",https://dltm-cdn.vnptit3.vn/resources/portal//Images/TNN/thienvn.tnn/Ch%C3%B9aHang/chuahang_637653303626171107.png,N/A,SĐT: 0208 3622 067,4.5 sao (756 đánh giá),21.6244619,105.8446682
Đồi chè Tân Cương,"GQV7+54V, Tân Cương, Thành phố Thái Nguyên, Thái Nguyên","Không chỉ được biết đến với đặc sản là loại chè đặc biệt thơm ngon, vùng đất Thái Nguyên còn nổi danh với đồi chè Tân Cương xanh bạt ngàn. Cũng chính bởi vẻ đẹp ngút ngàn đó mà những ai khi đặt chân đến đây đều không thể quên hương vị đặc trưng khó lẫn này. Thế nên, chẳng còn gì tuyệt hơn việc được đắm mình trong sắc xanh ấy.",https://dulichviet.com.vn/images/bandidau/ngo-ngang-truoc-ve-dep-tuoi-xanh-cua-doi-che-tan-cuong.jpg,N/A,N/A,4.6 sao (60 đánh giá),21.544137,105.759957
Đát Đắng,"Phú Xuyên, Đại Từ, Thái Nguyên","Đát Đắng thuộc xã Phú Xuyên, huyện Đại Từ, tỉnh Thái Nguyên. Từ trung tâm thành phố Thái Nguyên theo quốc lộ 37 nối giữa Thái Nguyên và Tuyên Quang du khách mất khoảng một giờ đồng hồ đi xe máy đến xã Phú Xuyên rồi đi tiếp hơn 2 km đường mòn chạy tới gần chân đát. Sau khi gửi xe và bách bộ khoảng 2 km băng qua những con suối, những bãi đá lởm chởm, những ngọn đồi xanh cỏ, thác Đát Đắng hiện ra tầng tầng, lớp lớp chắc chắn sẽ không phụ công sức của những vị khách đam mê du lịch và khám phá.",https://lh6.googleusercontent.com/proxy/unPSqkHRDg1cRF4LGHEL_PBUqsCV_7Tbtq7Gk63_8GfQiLaP2SAlWIu4m4pl1Xf9Bzpa_PYtueq-E0ZqTiBclDU6-fO0bW9vzWUu6CB8SxBK-9a5HA,N/A,N/A,4.3 sao (39 đánh giá),21.0390436,105.7665089
Thác Nậm Rứt (Mưa Rơi),"Bản Nậm Rứt, Xã Thần Xa, Huyện Võ Nhai, Thái Nguyên","Thái Nguyên là một tỉnh nằm liền kề với Hà Nội, có địa hình chủ yếu là đồi núi, sông, suối xen kẽ với những đồng bằng nhỏ. Chính địa hình này đã tạo nên nhiều thắng cảnh độc đáo, trong đó có thác Nậm Rứt, nằm cách TP. Thái Nguyên 30km, thuộc xã Thần Sa, huyện Võ Nhai.",https://bhd.1cdn.vn/2022/12/03/files-library-images-site-1-20221203-web-tien-canh-duoi-chan-thac-mua-roi-hop-hon-du-khach-khi-den-thai-nguyen-132-063557.jpg,N/A,SĐT: 0338 022 240,4.3 sao (174 đánh giá),21.7889081,105.8984821
Thác Prenn,"Đèo Prenn, Phường 3, Thành phố Đà Lạt, Lâm Đồng","Chỉ nằm cách trung tâm thành phố 10km về phía Nam, thác Prenn nằm ngay dưới chân đèo Prenn. Sở hữu một vị trí đắc địa là ở cửa ngõ đi vào thành phố, thác Prenn là địa điểm đón đầu khách du lịch khi ghé thăm Đà Lạt. Vì vậy, thác Prenn đã được khai thác hiệu quả và hiện đang thuộc khu du lịch thác Prenn rất hấp dẫn du khách.",https://static.vinwonders.com/production/thac-prenn.jpg,N/A,N/A,3.0 sao (121 đánh giá),11.8765192,108.4701041
Thác Gougah,"Thuộc địa bàn xóm Chung, Xã Phú Hội, Huyện Đức Trọng, Lâm Đồng","Trên Quốc lộ 20 theo hướng từ Đà Lạt về TP.Hồ Chí Minh, qua khỏi thị trấn Liên Nghĩa (huyện Đức Trọng) chừng 8 km, đến một ngã ba rẽ trái, đi trên con đường thảm bê tông chừng 800 m là đến thác Gougah.",https://upload.wikimedia.org/wikipedia/commons/b/bb/Gougah_Waterfall_1.jpg,N/A,N/A,N/A,11.6846768,108.3493778
Làng Cù Lần,"dưới chân đỉnh núi Langbiang, Xã Lát, Huyện Lạc Dương, Lâm Đồng","Làng Cù Lần là một ngôi làng nhỏ xinh đẹp, lãng mạn, nằm lọt thỏm giữa rừng nguyên sinh hoang dã dưới chân đỉnh núi Langbiang thơ mộng tại xã Lát, huyện Lạc Dương, tỉnh Lâm Đồng, cách trung tâm thành phố Đà Lạt cỡ chừng 25km về hướng Tây Bắc.",https://owa.bestprice.vn/images/destinations/uploads/lang-cu-lan-5f74513de851a.jpg,N/A,N/A,4.6 sao (15473 đánh giá),12.0260122,108.3636996
Đường hầm điêu khắc,"Đường Hoa Hồng, Khu du lịch Hồ Tuyền Lâm, Phường 4, Thành phố Đà Lạt, Lâm Đồng","Đường hầm đất sét hay còn gọi là đường hầm điêu khắc, đường hầm đất đỏ. Nhưng với tên gọi nào thì địa điểm du khách mới lạ và độc đáo này vẫn rất thu hút du khách khi đến Đà Lạt. Nằm cách thác Datanla và thiền viện Trúc Lâm Đà Lạt không xa.",https://static.vinwonders.com/production/duong-ham-dieu-khac-1.jpg,Giờ mở cửa: 07:00 - 17:00 hàng tuần,SĐT: 0338 985 899,4.2 sao (15834 đánh giá),11.8828709,108.4112222
Chùa Linh Phước,"120 Tự Phước, Phường 11, Thành phố Đà Lạt, Lâm Đồng","Chùa Linh Phước toạ lạc tại khóm Tự Phước, phường 11, TP. Đà Lạt được xây dựng từ năm 1949, trùng tu với quy mô lớn vào những năm gần đây (1990-1998).",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Linh_Phuoc_Pagoda_01.jpg/250px-Linh_Phuoc_Pagoda_01.jpg,N/A,N/A,4.6 sao (10518 đánh giá),11.9444787,108.4996647
Danh thắng thác Bản Ba,"Trung Hà, Chiêm Hóa, Tuyên Quang","Được xếp hạng danh thắng Quốc gia vào năm 2007, thác Bản Ba là một trong những thắng cảnh nổi tiếng của Chiêm Hóa nói riêng và Tuyên Quang nói chung.",https://mia.vn/media/uploads/blog-du-lich/thac-ban-ba-02-1699834746.jpeg,Giờ mở cửa: 07:00 - 22:00 hàng tuần,"Website: https://www.facebook.com/thacbanba3 
SĐT: 0358 145 555",4.4 sao (141 đánh giá),22.3434851547412,105.059059195042
Núi Vọng Phu,"An Hoạch, Thanh Hóa","Núi Nhồi cách trung tâm thành phố Thanh Hóa khoảng 3km về phía Tây, thuộc địa phận hai xã Đông Hưng và Đông Tân (ngày nay thuộc địa phận thành phố Thanh Hóa). Bao quanh núi Nhồi gồm các núi quần tụ liền nhau, đó là núi Đống (phía Tây), núi Chân Thần (phía Tây Nam), núi Nấp (Quảng Náp phía Nam), núi Chồng Mâm (núi Đình Thượng - phía Bắc).",https://mia.vn/media/uploads/blog-du-lich/hon-vong-phu-2-1744069881.jpg,N/A,N/A,N/A,12.6947022,108.9430261
Thác Mây,"Thôn Đăng Thượng, Xã Thạch Lâm, Huyện Thạch Thành, Thanh Hóa","Giữa núi rừng trùng điệp của dãy Trường Sơn, thác Mây hiện ra như đám mây trắng tinh khôi. Vẻ đẹp của thác, theo truyền thuyết, còn lôi cuốn được 9 nàng tiên xuống tắm...",https://static.vinwonders.com/production/canh-quan-thac-may-thanh-hoa.jpg,Giờ mở cửa: 07:00 - 17:00 hàng tuần,SĐT: 0923 982 789,4.6 sao (484 đánh giá),20.3652844,105.447872
Thác Hiêu,"Làng Hiêu, Xã Cổ Lũng, Huyện Bá Thước, Thanh Hóa","Đi hết thị trấn Cành Nàng (huyện Bá Thước), qua cầu La Hán bắc qua sông Mã về hướng xã Cổ Lũng chừng hơn 25 km cả đường nhựa lẫn đường đất leo núi thì đến nơi có thác Hiêu.",https://statics.vinpearl.com/thac-hieu-2_1642346289.jpg,N/A,N/A,4.3 sao (1147 đánh giá),20.465511,105.2225935
Động Kim Sơn,"Xã Vĩnh An thuộc Huyện Vĩnh Lộc, Tỉnh Thanh Hóa","Động Kim Sơn Ở xã Vĩnh An, huyện Vĩnh Lộc là một vùng sơn thủy hữu tình, rộng khoảng 150 ha, trong đó có 80 ha là hồ vực. Vào động, phải đi thuyền luồn qua hang (như cách vào động Phong Nha, Quảng Bình).",https://static.vinwonders.com/production/Ve-dep-cua-quan-the-danh-thang-kim-son.jpg,N/A,SĐT: 0869 568 189,4.2 sao (90 đánh giá),21.0099588,105.8253737
Đền thờ các vua thời Lê Trung Hưng,"Thọ Xuân, Thanh Hóa","Thọ Xuân - Thanh Hóa được biết đến là vùng đất ""địa linh nhân kiệt"", đất ""thang mộc"" của 2 vương triều Tiền Lê và Hậu Lê, hiện nơi đây đang thờ 3 vị Vua thời Lê Trung Hưng.",https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/ThanhHoa/denthocacvua/denthocacvua.jpg,N/A,N/A,N/A,19.2773641,105.0267223
Khu du lịch Núi Dùm – Cổng Trời,"Xóm 15, 16, phường Nông Tiến, Tuyên Quang","Với khí hậu trong lành, mát mẻ, khu du lịch sinh thái núi Dùm - Cổng Trời thuộc xóm 15, 16 xã Tràng Đà (TP. Tuyên Quang) được nhiều du khách ví như “Tam Đảo” giữa lòng thành phố. Vào những ngày hè, tranh thủ ngày nghỉ cuối tuần, nhiều gia đình đã tìm đến để thư giãn và tránh cái nóng oi bức.",https://baotuyenquang.com.vn/media/images/2020/07/img_20200731220708.jpg,N/A,N/A,N/A,21.8408682,105.225944
Đền Lê Hoàn,"Làng Trung Lập, Xã Xuân Lập, Huyện Thọ Xuân, Thanh Hóa","Đền Lê Hoàn ở làng Trung Lập, xã Xuân Lập, huyện Thọ Xuân (Thanh Hóa) là di tích lịch sử quốc gia đặc biệt và được ví là ngôi đền cổ nhất xứ Thanh.",https://thoxuan.vn/file/thumb/500/636892398.jpg,N/A,N/A,4.8 sao (32 đánh giá),19.9740655,105.534074
Chùa Tạu,"Làng Xuân Phả, Xã Xuân Trường, Huyện Thọ Xuân, Thanh Hóa","Chùa Tạu thuộc xã Xuân Trường huyện Thọ Xuân có tên chữ là Hồi Long Tự, còn gọi là chùa Xuân Phả. Chùa tọa lạc trên khu đất tương đối cao và bằng phẳng phía đầu làng, cách bờ đê sông Chu khoảng 100m. Khuôn viên của chùa có diện tích 2.696m2. Chùa Tạu được nhà nước công nhận là di tích lịch sử văn hóa cấp Quốc gia vào năm 1993.",https://chonthieng.com/data/uploads/2022/07/Chua-Tau-Tho-Xuan-Thanh-Hoa-3.jpg,N/A,N/A,4.7 sao (486 đánh giá),11.9275358,108.4602163
Ruộng bậc thang Hồng Thái,"GH85+JQH, Hồng Thái, Na Hang, Tuyên Quang","Nếu có dịp đến tham quan tỉnh Tuyên Quang thì hãy đến với Hồng Thái để được tận mắt chiêm ngưỡng những thửa ruộng bậc thang mênh mông, bất tận với những đám mây len lỏi qua những ngọn núi trên vùng cao Tây Bắc.",https://statics.vinpearl.com/check-in-ruong-bac-thang-hong-thai_1732883813.jpg,Giờ mở cửa: Toàn thời gian,N/A,4.7 sao (101 đánh giá),22.5165573,105.5594968
Chùa Phúc Lâm – Dấu tích nhà Phật nơi miền sơn cước,"Thôn Nà Tông, Xã Thượng Lâm, Huyện Lâm Bình, Tuyên Quang","Chùa Phúc Lâm (có tên gọi từ ngày xưa, còn gọi là Phúc Lâm Tự, có nghĩa là ban phúc, phúc lành cho núi rừng) nằm ở thôn Nà Tông, xã Thượng Lâm, huyện Lâm Bình. Là một ngôi chùa có lịch sử lâu đời, đã trở nên quen thuộc và gần gũi với mọi thế hệ người dân trong và ngoài huyện. Mặc dù là một ngôi chùa nhỏ, nhưng Phúc Lâm ẩn chứa các dấu tích của một nền văn hoá xưa đầy tự hào và mang dáng dấp hoạt động tín ngưỡng của cư dân vùng cao.",https://nguoiphattu.com/Upload/2025/T10/chuaphuclam_chuaphuclambienhoa_congchuadep_chuaphuclamdongnai_nguoiphatu3.jpg,N/A,N/A,4.3 sao (28 đánh giá),19.8717091,104.1535057
Khám phá động Song Long,"Hồ sinh thái Na Hang, Xã Thượng Lâm, Huyện Lâm Bình, Tuyên Quang","Hồ sinh thái Na Hang, Lâm Bình có nhiều thắng cảnh đẹp gắn liền với địa danh nổi tiếng như thác Mơ, thác Khuổi Nhi, núi Pác Tạ, Cọc Vài,… Và động Song Long cũng là một điểm du lịch không thể bỏ qua trong hành trình khám phá cảnh đẹp diễm lệ nơi đây.",https://statics.vinpearl.com/dia-diem-du-lich-tuyen-quang-dong-song-long_1731948043.jpg,N/A,N/A,N/A,22.482323,105.356938
Thác Khuổi Nhi,"Thượng Lâm, Na Hang, Tuyên Quang","Huyện vùng cao Lâm Bình không chỉ được biết đến với lòng hồ thuỷ điện bao la rộng lớn và những cánh rừng nguyên sinh với hệ sinh thái động thực vật phong phú, những hang động hoang sơ mà Lâm Bình còn hấp dẫn với những thác nước tự nhiên tuyệt đẹp, trong đó nổi bật nhất là thác Khuổi Nhi. Đây là một điểm thăm quan, nghỉ mát hấp dẫn đối với du khách gần xa.",https://mia.vn/media/uploads/blog-du-lich/thac-khuoi-nhi-2-1726106633.jpg,Giờ mở cửa: 06:00 - 18:00 hàng tuần,N/A,4.6 sao (375 đánh giá),22.4850121,105.3747245
Hang Thắm Nàng Màn,"Bản Nà Pha, Xã Yên Khê, Huyện Con Cuông, Nghệ An","Thẳm Nàng Màn (hang Nàng Màn) là một hang động đá vôi thuộc địa bàn bản Nà Pha (Nà Pha nghĩa là cánh đồng lúa nước dưới chân núi đá vôi), xã Yên Khê, huyện Con Cuông (Nghệ An).",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-xzFB-_oiw0P3C9QsxXTiGxB55iFLiU3nyRax02AyLffvL7-hZ6-EjMLWp8_fJruaYd-EkI8FRpvGxp99DEX7rU3FTnfvDYwBm9k4LY6BraVF58ihz_fggwARmtHnNph0aZrLQbniD1tV/s400/images1538099_IMG_6019__1_.jpg,N/A,N/A,N/A,19.0359895,104.903625
Di tích Mộ bà Hoàng Thị Loan,"Tọa lạc trên lưng chừng núi Động Tranh, Xã Nam Giang, Huyện Nam Đàn, Nghệ An","Mộ bà Hoàng Thị Loan: tọa lạc trên lưng chừng núi Động Tranh, trong dãy Đại Huệ, thuộc địa phận xã Nam Giang. Mộ được ốp đá hoa cương, bên trên che mái dốc, phía trước sân dựng một tấm bia bằng đá đen, ghi lại tiểu sử và công lao của bà...",https://scontent.iocvnpt.com/resources/portal//Images/NDA/adminportal.nan/NamDan/ThamQuan/MoBaHoangThiLoan/mo%20ba%20hoang%20thi%20%20loan%20than%20mau%20cua%20bac%20ho_636886071794781740.jpg,N/A,N/A,4.7 sao (207 đánh giá),18.7082344,105.5843053
Cụm di tích Làng Sen,"Xóm Sen 2, Nam Đàn, Nghệ An","Làng Sen xưa là làng Kim Liên thuộc xã Chung Cự, tổng Lâm Thịnh, huyện Nam Đàn, nay làng Sen thuộc xã Kim Liên, huyện Nam Đàn, tỉnh Nghệ An. Làng Sen là mảnh đất quê hương của Chủ tịch Hồ Chí Minh, nơi lưu giữ nhiều di tích, hiện vật, nhiều kỷ niệm, gắn liền với cuộc sống thời thơ ấu của Chủ tịch Hồ Chí Minh, cùng những thành viên trong gia đình của Người trong những năm 1901-1906 và hai lần Người về thăm quê năm 1957, 1961.",https://statics.vinpearl.com/lang-sen-que-bac-1_1629338515.jpg,"Giờ mở cửa: 07:30 - 12:00,13:30 - 17:00 hàng tuần","Website: http://khuditichkimlien.gov.vn 
SĐT: 0238 3825 107",4.6 sao (8174 đánh giá),18.6742,105.5546
Cụm di tích Hoàng Trù,"MHG9+H78, Unnamed Road, Nam Đàn, Nghệ An","Cụm di tích Hoàng Trù Tại xã Kim Liên, huyện Nam Đàn cỏ tổng diện tích khoảng 3500 m2 - quê ngoại của Chủ tịch Hồ Chí Minh và cũng là nơi Người cất tiếng khóc chào đời.",https://scontent.iocvnpt.com/resources/portal//Images/NDA/adminportal.nan/NamDan/ThamQuan/CumDiTichHoangTru/11111_636910208025980111.jpg,N/A,N/A,4.9 sao (37 đánh giá),18.6764192,105.5681956
Cánh đồng hoa hướng dương,"Nông trường 19/5, Xã Nghĩa Sơn, Huyện Nghĩa Đàn, Nghệ An","Nhắc đến điểm du lịch tại Nghệ An dịp cuối năm, người ta sẽ nghĩ ngay đến cánh đồng hoa hướng dương với những bông hoa vàng tươi khoe sắc vàng óng.",https://statics.vinpearl.com/canh-dong-hoa-huong-duong-nghe-an-1_1634395359_1720413396.jpg,N/A,N/A,N/A,19.3994948,105.4640083
Thác Khe Kèm,"Nằm trong Vườn quốc gia Pù Mát, Huyện Con Cuông, Nghệ An","Thác Khe Kèm nằm cách thị trấn Con Cuông (huyện Con Cuông, tỉnh Nghệ An) khoảng 25 km, được coi là món quà thiên nhiên ban tặng cho Vườn Quốc gia Pù Mát.",https://static.vinwonders.com/production/cam-nang-kham-pha-thac-kem.jpg,Giờ mở cửa: Toàn thời gian,SĐT: 0946 254 860,4.5 sao (542 đánh giá),18.9704427,104.8007142
Đảo chè Thanh Chương,"Xóm An Ngọc xã, Thanh An, Thanh Chương, Nghệ An","Cách thành phố Vinh (Nghệ An) khoảng 50km theo hướng tây bắc, đồi chè Thanh Chương (xã Thanh An, huyện Thanh Chương, tỉnh Nghệ An) có tổng diện tích hơn 420ha còn được gọi là “đảo chè” vì sự độc đáo không lẫn với bất cứ nơi đâu.",https://static.vinwonders.com/production/dao-che-thanh-chuong-2.jpg,N/A,"Website: https://www.facebook.com/Diem.chup.anh.dao.che 
SĐT: 0962 355 532",4.6 sao (366 đánh giá),18.7277536,105.2787527
Danh thắng Thượng Lâm,"Lâm Bình, Tuyên Quang","Nếu đã có dịp tới Tuyên Quang khám phá, bạn hãy dành một chút thời gian trong lịch trình chuyến đi của mình để tới khu danh thắng Thượng Lâm Tuyên Quang du lịch. Đây là một trong những điểm đến tạo nên sức hút lớn cho ngành du lịch của tỉnh miền núi phía Bắc này.",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgW8l12ZFFXVxuGQDsYtUGoBKHYbOg7Vl7f2jsTiGfBU6zax5EwHVTdRtmEk_ofiPrGqckMY07makovqct6UPTBisevvnq56izLP3Lh6leuuuTh7bbHYxO8LJ7KH3cyCN3LHVRNQ=w408-h544-k-no,N/A,N/A,N/A,22.5042882842273,105.325157280061
Đền Pác Tạ,"99JX+P58, Khau Tinh, Na Hang, Tuyên Quang","Đền Pác Tạ (Na Hang) là một trong những điểm du lịch tâm linh hấp dẫn trong tua du lịch tham quan, khám phá hồ sinh thái Na Hang - Lâm Bình. Đền thờ phụng và tưởng nhớ vị hôn thê của Tướng quân Trần Nhật Duật. Di tích đền Pác Tạ là một trong những dấu tích còn lại minh chứng cho cuộc kháng chiến chống Nguyên - Mông lần thứ hai năm 1285: vị tướng tài giỏi Chiêu Văn Vương Trần Nhật Duật lúc đó trấn thủ vùng đất Tuyên Quang.",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2Olz13mNrg7_7bkZl1nw964lTRaoCwQ-2SEKdgDR_7y2SKucd2vJNDjRJfkpmMSKiKFZwyL9ncrF8qq5mVUFtQu3mOsc24hYOxrpTHTUEyNkKwfFiK-OSHcE8gX6Cy7D1jnYi=w426-h240-k-no,Giờ mở cửa: Toàn thời gian,SĐT: 0399 674 545,4.6 sao (33 đánh giá),22.3817455,105.397851
Nhà máy Thủy điện Na Hang,"Quốc lộ 279, Thị trấn Na Hang, Huyện Na Hang, Tuyên Quang","Là công trình trọng điểm của đất nước, nhà máy đang trở thành một trong những điểm đến không thể bỏ lỡ đối với khách du lịch Na hang. Một lần được ghé thăm nơi đây, chắc chắn du khách sẽ choáng ngợp trước khung cảnh hùng vĩ của những con đập nhân tạo giữ chập chùng non ngàn.",https://media-cdn-v2.laodong.vn/storage/newsportal/2024/7/1/1360422/Thuy-Dien-Xa-Lu.jpg,Giờ mở cửa: 07:00 - 17:00 hàng tuần,"Website: http://tuyenquanghpc.com.vn 
SĐT: 0207 3980 929",4.5 sao (189 đánh giá),22.3603555,105.3996134
Suối khoáng Mỹ Lâm,"Xã Phú Lâm, Huyện Yên Sơn, Tuyên Quang","Nhắc đến Tuyên Quang, ta thường nhớ ngay đến đình Hồng Thái, cây đa Tân Trào, đến lán Nà Lừa… Song  không mấy người biết đến suối khoáng Mỹ Lâm, một trong số ít những mỏ nước khoáng tốt nhất miền Bắc, Việt Nam.",https://lynntimes.com/lynntimesthanhthuy/wp-content/uploads/2023/05/suoi-khoang-my-lam-tuyen-quang-1.jpg,N/A,SĐT: 0912 037 373,3.4 sao (428 đánh giá),21.765885,105.1236254
Biển Thạch Hải,"ĐT26, Thạch Hà, Hà Tĩnh","Từ bãi tắm, du khách có thể tản bộ dọc theo bãi biển, dạo chơi trong rừng phi lao hoặc sử dụng các phương tiện cơ giới theo đường nhựa để đến với những điểm du lịch hấp dẫn trong quần thể khu du lịch.",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoz17HWJ8FHsEmu7bHIpp3buP_EuIGDsqJbZcVc0DaKZ17iS0dIoOAgSNTz1FDBCr00VApyW2s1EX5JVrii7-Co9fDWkHtuB7NXqIw1UGeNkO-1p-d1_dYSP8V1DJtD3sL-BSG=w408-h245-k-no,N/A,N/A,4.2 sao (447 đánh giá),18.4024762,105.94026
Chùa Hương Tích,"Thiên Lộc, Can Lộc, Hà Tĩnh","Chùa Hương Tích nằm trên dãy núi Hồng Lĩnh, thuộc địa phận xã Thiên Lộc, huyện Can Lộc, tỉnh Hà Tĩnh, được mệnh danh là “Hoan Châu đệ nhất danh lam”, là một danh lam cổ tự được xếp hạng di tích cấp quốc gia và là điểm đến du lịch văn hóa tâm linh hấp dẫn, hàng năm thu hút hơn 15 vạn lượt du khách thập phương đến chiêm bái và lễ phật.",https://dulichhatinh.com.vn/wp-content/uploads/2024/11/chua-huong-tich.jpg,N/A,N/A,4.6 sao (1711 đánh giá),10.5840607,107.0553762
Nhà thờ Hải Thượng Lãn Ông,"Thôn Bảo Thượng, Xã Quang Diệm, Huyện Hương Sơn, Hà Tĩnh","Nhà thờ Lê Hữu Trác được gọi là vườn đào Hải Thượng thuộc Thôn Bảo Thương, xã Sơn Quang (nay là Quang Diệm), huyện Hương Sơn - một vùng đất nằm sát bên bờ sông Ngàn Phố.",https://statics.vinpearl.com/hai-thuong-lan-ong-ha-tinh-2_1630034447.jpg,N/A,N/A,N/A,12.0565505,109.1539915
Quần thể khu di tích Hải Thượng Lãn Ông Lê Hữu Trác,"GCHM+RH2, Sơn Trung, Hương Sơn, Hà Tĩnh","Hải Thượng Lãn Ông Lê Hữu Trác là Đại danh y của dân tộc, tác giả của bộ sách “Y tông tâm lĩnh” vô cùng quý giá đối với nền y học Việt Nam. Khu di tích ở huyện Hương Sơn, trải dài trên một cung đường gần 8km, bao gồm khu mộ, tượng đài, nhà thờ Lê Hữu Trác, chùa Tượng Sơn và khu du lịch sinh thái Hải Thượng. Đây là địa chỉ tham quan hấp dẫn, nơi sinh hoạt văn hóa tâm linh đặc sắc của nhân dân địa phương cũng như cả nước.",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwkggLO5SNtRGkQ6N6EWbroyeN8yM0byedaXpFKhnrARNuYqSno6xBqn17WoccgHh8CfWCkxpYM87WDAdehQivYJ4X6kOEPG22oOfppaxheX3Kc23AaAs7K2akBRe4MNs_N1J0m=w408-h306-k-no,N/A,SĐT: 0918 909 933,4.4 sao (46 đánh giá),18.5296623723094,105.433941411538
Thác Vũ Môn,"xã Hương Khê, huyện Hương Khê, tỉnh Hà Tĩnh","Từ độ cao gần 1.300m so với mực nước biển đổ xuống chân núi Giăng Màn thuộc dãy Trường Sơn (địa phận xã Phú Gia, huyện Hương Khê, tỉnh Hà Tĩnh), thác Vũ Môn là địa danh được nhiều người mong muốn tìm đến khám phá.",https://ik.imagekit.io/tvlk/blog/2022/10/thac-vu-mon-cover.jpeg,N/A,N/A,N/A,18.2510711313391,105.331085024912
Vườn Quốc gia Vũ Quang,"7FPG+JRH, Vũ Quang, Hà Tĩnh","Từ thành phố Hà Tĩnh, theo quốc lộ 15A về phía Tây 32km đến Ngã ba Phúc Đồng (Hương Khê), rẽ theo đường mòn Hồ Chí Minh 25km đến thị trấn Vũ Quang, tiếp tục đi theo hướng Tây 15km là đến vườn Quốc gia Vũ Quang.",https://statics.vinpearl.com/vuon-quoc-gia-vu-quang-1_1629704931.jpg,N/A,N/A,4.5 sao (376 đánh giá),18.2846865,105.4360726
